job_title,company,location,salary,experience,description,date_posted
Backend Developer,EY,Kolkata,1482000,7 years,"Backend Developer position at EY requiring postgresql, rest api, python, fastapi. Based in Kolkata. Looking for 7 years of industry experience.",2024-09-28
Business Analyst,Amazon,Hyderabad,1794000,9 years,"Business Analyst position at Amazon requiring sql, jira, tableau, power bi. Based in Hyderabad. Looking for 9 years of industry experience.",2023-10-08
Blockchain Developer,HCL Technologies,Pune,3833000,9 years,"Blockchain Developer position at HCL Technologies requiring hardhat, python, rust, ethereum, defi, web3.js, typescript. Based in Pune. Looking for 9 years of industry experience.",2023-07-09
LLM Engineer,Apple,Chennai,3169000,4 years,"LLM Engineer position at Apple requiring fine-tuning, huggingface, rag, vector databases, openai api, pytorch. Based in Chennai. Looking for 4 years of industry experience.",2023-02-15
LLM Engineer,Mastek,Delhi,8285000,12+ years,"LLM Engineer position at Mastek requiring vector databases, pytorch, vllm, rag, fine-tuning, transformers, python. Based in Delhi. Looking for 12+ years of industry experience.",2023-10-12
NLP Engineer,Qualcomm,"Berlin, Germany",8261000,6 years,"NLP Engineer position at Qualcomm requiring nltk, python, huggingface, ner. Based in Berlin, Germany. Looking for 6 years of industry experience.",2024-08-06
Senior Data Scientist,Razorpay,Bengaluru,5374000,3 years,"Senior Data Scientist position at Razorpay requiring sql, causal inference, pytorch, deep learning. Based in Bengaluru. Looking for 3 years of industry experience.",2024-04-28
Computer Vision Engineer,Atlassian,"Amsterdam, NL",5832000,5 years,"Computer Vision Engineer position at Atlassian requiring c++, image segmentation, pytorch, cuda, deep learning, opencv. Based in Amsterdam, NL. Looking for 5 years of industry experience.",2023-08-23
Business Analyst,Krutrim,Hyderabad,1320000,5 years,"Business Analyst position at Krutrim requiring excel, reporting, sql, jira. Based in Hyderabad. Looking for 5 years of industry experience.",2023-12-12
MLOps Engineer,Weights & Biases,Singapore,10618000,5 years,"MLOps Engineer position at Weights & Biases requiring python, terraform, airflow, kubeflow, mlflow, aws. Based in Singapore. Looking for 5 years of industry experience.",2023-10-08
Cloud Architect,Zomato,Jaipur,3456000,9 years,"Cloud Architect position at Zomato requiring devops, kubernetes, security, azure, networking, docker. Based in Jaipur. Looking for 9 years of industry experience.",2026-02-25
NLP Engineer,Deloitte,Delhi,3071000,9 years,"NLP Engineer position at Deloitte requiring sql, huggingface, nltk, transformers, spacy, text classification, python. Based in Delhi. Looking for 9 years of industry experience.",2023-07-27
LLM Engineer,Capgemini,"Amsterdam, NL",6389000,4 years,"LLM Engineer position at Capgemini requiring vllm, python, langchain, transformers, openai api, fine-tuning, huggingface. Based in Amsterdam, NL. Looking for 4 years of industry experience.",2023-09-10
Data Analyst,PhonePe,Remote,1767000,8 years,"Data Analyst position at PhonePe requiring r, reporting, pandas, statistics, excel. Remote-friendly role. Looking for 8 years of industry experience.",2023-05-09
Cloud Architect,Zomato,"San Francisco, US",23420000,5 years,"Cloud Architect position at Zomato requiring security, kubernetes, devops, azure, ci/cd. Based in San Francisco, US. Looking for 5 years of industry experience.",2025-02-19
Security Engineer,AMD,"Amsterdam, NL",11218000,9 years,"Security Engineer position at AMD requiring zero trust, devsecops, aws, penetration testing, compliance, kubernetes. Based in Amsterdam, NL. Looking for 9 years of industry experience.",2026-04-08
ML Engineer,Flipkart,"San Francisco, US",4346000,2 years,"ML Engineer position at Flipkart requiring kubernetes, scikit-learn, docker, python, tensorflow. Based in San Francisco, US. Looking for 2 years of industry experience.",2025-10-09
Frontend Developer,PhonePe,"New York, US",2938000,2 years,"Frontend Developer position at PhonePe requiring react, tailwind, html, javascript, redux. Based in New York, US. Looking for 2 years of industry experience.",2025-05-10
ML Engineer,AMD,Delhi,1456000,4 years,"ML Engineer position at AMD requiring docker, python, sql, spark, mlflow, fastapi, tensorflow. Based in Delhi. Looking for 4 years of industry experience.",2025-02-21
Data Engineer,Juspay,Hyderabad,1377000,2 years,"Data Engineer position at Juspay requiring aws, hadoop, airflow, spark, sql. Based in Hyderabad. Looking for 2 years of industry experience.",2025-12-26
Generative AI Engineer,Google,Kolkata,6764000,9 years,"Generative AI Engineer position at Google requiring rag, prompt engineering, python, fastapi, langchain, vector databases. Based in Kolkata. Looking for 9 years of industry experience.",2023-01-31
Embedded Systems Engineer,Wipro,Mumbai,3354000,8 years,"Embedded Systems Engineer position at Wipro requiring can bus, hardware debugging, arm, c, firmware, python. Based in Mumbai. Looking for 8 years of industry experience.",2025-02-04
Data Scientist,Oracle,Chennai,5401000,10+ years,"Data Scientist position at Oracle requiring pandas, tensorflow, scikit-learn, sql, statistics, machine learning, spark. Based in Chennai. Looking for 10+ years of industry experience.",2023-09-08
Data Analyst,Infosys,Bengaluru,1489000,2 years,"Data Analyst position at Infosys requiring power bi, tableau, data visualization, sql, python. Based in Bengaluru. Looking for 2 years of industry experience.",2025-08-02
AI Engineer,PayPal,Remote,2020000,3 years,"AI Engineer position at PayPal requiring aws, vector databases, docker, llm, pytorch, langchain, python. Remote-friendly role. Looking for 3 years of industry experience.",2025-02-22
LLM Engineer,Infosys,Chennai,6556000,10+ years,"LLM Engineer position at Infosys requiring openai api, huggingface, fine-tuning, transformers, vllm, vector databases. Based in Chennai. Looking for 10+ years of industry experience.",2025-03-12
Full Stack Developer,Meesho,Pune,1986000,5 years,"Full Stack Developer position at Meesho requiring postgresql, aws, docker, rest api, react, typescript, git. Based in Pune. Looking for 5 years of industry experience.",2023-11-07
NLP Engineer,Atlassian,Mumbai,2577000,0 years,"NLP Engineer position at Atlassian requiring pytorch, text classification, llm, sql. Based in Mumbai. Looking for 0 years of industry experience.",2025-11-27
Security Engineer,McKinsey,Kolkata,1395000,5 years,"Security Engineer position at McKinsey requiring aws, zero trust, kubernetes, devsecops, penetration testing. Based in Kolkata. Looking for 5 years of industry experience.",2025-02-11
Blockchain Developer,OpenAI,Noida,5745000,7 years,"Blockchain Developer position at OpenAI requiring python, solidity, hardhat, web3.js. Based in Noida. Looking for 7 years of industry experience.",2024-07-10
Data Engineer,Amazon,Hyderabad,1047000,1 year,"Data Engineer position at Amazon requiring hadoop, airflow, dbt, python. Based in Hyderabad. Looking for 1 year of industry experience.",2023-04-23
Agentic AI Developer,CRED,Kolkata,5019000,6 years,"Agentic AI Developer position at CRED requiring fastapi, crewai, tool use, rag, python, docker. Based in Kolkata. Looking for 6 years of industry experience.",2023-07-20
QA Engineer,Byju's,Chennai,2668000,9 years,"QA Engineer position at Byju's requiring test planning, jira, selenium, rest api, python. Based in Chennai. Looking for 9 years of industry experience.",2023-05-29
Business Analyst,SAP,Mumbai,1061000,7 years,"Business Analyst position at SAP requiring agile, power bi, stakeholder management, reporting, jira, sql, python. Based in Mumbai. Looking for 7 years of industry experience.",2024-05-13
Cloud Architect,Stability AI,Kolkata,3272000,8 years,"Cloud Architect position at Stability AI requiring aws, azure, networking, ci/cd, docker, security. Based in Kolkata. Looking for 8 years of industry experience.",2026-02-19
AI Engineer,Observe.AI,Ahmedabad,1395000,4 years,"AI Engineer position at Observe.AI requiring langchain, openai api, pytorch, docker, llm, aws. Based in Ahmedabad. Looking for 4 years of industry experience.",2025-09-27
Security Engineer,Google,Gurugram,3951000,10+ years,"Security Engineer position at Google requiring penetration testing, zero trust, python, threat modeling, splunk, compliance. Based in Gurugram. Looking for 10+ years of industry experience.",2024-08-06
Software Engineer,Snowflake,Gurugram,1003000,4 years,"Software Engineer position at Snowflake requiring sql, algorithms, python, microservices, linux, java, c++. Based in Gurugram. Looking for 4 years of industry experience.",2023-03-23
Site Reliability Engineer,Birlasoft,Hyderabad,2479000,4 years,"Site Reliability Engineer position at Birlasoft requiring python, kubernetes, docker, aws. Based in Hyderabad. Looking for 4 years of industry experience.",2025-08-05
Data Engineer,Scale AI,Delhi,1590000,5 years,"Data Engineer position at Scale AI requiring sql, snowflake, spark, kafka, postgres. Based in Delhi. Looking for 5 years of industry experience.",2024-04-09
ML Engineer,Zensar,Jaipur,1054000,2 years,"ML Engineer position at Zensar requiring pytorch, spark, tensorflow, docker, scikit-learn, mlflow, python. Based in Jaipur. Looking for 2 years of industry experience.",2025-08-16
Product Manager,Databricks,Pune,3728000,3 years,"Product Manager position at Databricks requiring analytics, go-to-market, agile, user research. Based in Pune. Looking for 3 years of industry experience.",2024-05-19
Computer Vision Engineer,Yellow.ai,Chennai,1921000,4 years,"Computer Vision Engineer position at Yellow.ai requiring opencv, image segmentation, deep learning, python, cuda. Based in Chennai. Looking for 4 years of industry experience.",2024-03-20
Site Reliability Engineer,LangChain,"Austin, US",9399000,5 years,"Site Reliability Engineer position at LangChain requiring linux, monitoring, ci/cd, docker, python, incident management. Based in Austin, US. Looking for 5 years of industry experience.",2023-09-29
Cloud Architect,Morgan Stanley,Remote,3919000,1 year,"Cloud Architect position at Morgan Stanley requiring docker, azure, terraform, networking, aws, ci/cd. Remote-friendly role. Looking for 1 year of industry experience.",2024-12-20
QA Engineer,Stripe,Delhi,1033000,0 years,"QA Engineer position at Stripe requiring python, ci/cd, selenium, sql, rest api, appium, jira. Based in Delhi. Looking for 0 years of industry experience.",2023-07-25
QA Engineer,EY,Mumbai,1437000,4 years,"QA Engineer position at EY requiring python, rest api, test planning, ci/cd, sql, pytest, jira. Based in Mumbai. Looking for 4 years of industry experience.",2026-05-03
Data Analyst,Zomato,Kolkata,1217000,5 years,"Data Analyst position at Zomato requiring excel, sql, r, reporting, python, data visualization, statistics. Based in Kolkata. Looking for 5 years of industry experience.",2023-09-06
MLOps Engineer,KPMG,Delhi,1136000,1 year,"MLOps Engineer position at KPMG requiring kubeflow, python, ci/cd, terraform. Based in Delhi. Looking for 1 year of industry experience.",2023-07-02
Computer Vision Engineer,Microsoft,Kolkata,2940000,10+ years,"Computer Vision Engineer position at Microsoft requiring tensorflow, opencv, cuda, yolo, c++. Based in Kolkata. Looking for 10+ years of industry experience.",2024-02-12
Data Engineer,PhonePe,Hyderabad,2983000,5 years,"Data Engineer position at PhonePe requiring hadoop, sql, airflow, dbt, postgres, spark. Based in Hyderabad. Looking for 5 years of industry experience.",2024-07-24
LLM Engineer,Tech Mahindra,Hyderabad,4453000,5 years,"LLM Engineer position at Tech Mahindra requiring python, rag, transformers, fine-tuning. Based in Hyderabad. Looking for 5 years of industry experience.",2025-03-25
DevOps Engineer,Scale AI,Hyderabad,2883000,10+ years,"DevOps Engineer position at Scale AI requiring docker, kubernetes, aws, ansible, monitoring, linux. Based in Hyderabad. Looking for 10+ years of industry experience.",2025-04-23
Embedded Systems Engineer,Morgan Stanley,"Austin, US",2277000,2 years,"Embedded Systems Engineer position at Morgan Stanley requiring c, arm, python, can bus, hardware debugging, firmware. Based in Austin, US. Looking for 2 years of industry experience.",2023-09-23
Full Stack Developer,Weights & Biases,Noida,1821000,9 years,"Full Stack Developer position at Weights & Biases requiring mongodb, react, docker, node.js. Based in Noida. Looking for 9 years of industry experience.",2025-10-28
Senior Data Scientist,Together AI,Remote,3363000,4 years,"Senior Data Scientist position at Together AI requiring pytorch, aws, tensorflow, python, deep learning. Remote-friendly role. Looking for 4 years of industry experience.",2023-10-28
AI Research Scientist,Observe.AI,Gurugram,7897000,5 years,"AI Research Scientist position at Observe.AI requiring pytorch, statistics, reinforcement learning, nlp, python, computer vision. Based in Gurugram. Looking for 5 years of industry experience.",2025-05-03
Data Engineer,OpenAI,Gurugram,2755000,3 years,"Data Engineer position at OpenAI requiring aws, python, hadoop, airflow. Based in Gurugram. Looking for 3 years of industry experience.",2024-11-07
Data Scientist,TCS,Pune,2758000,6 years,"Data Scientist position at TCS requiring numpy, scikit-learn, spark, python. Based in Pune. Looking for 6 years of industry experience.",2024-11-23
Generative AI Engineer,Mphasis,"Austin, US",3592000,0 years,"Generative AI Engineer position at Mphasis requiring langchain, rag, stable diffusion, pytorch, llm. Based in Austin, US. Looking for 0 years of industry experience.",2025-11-25
QA Engineer,TCS,Mumbai,1339000,2 years,"QA Engineer position at TCS requiring postman, appium, rest api, jira, python. Based in Mumbai. Looking for 2 years of industry experience.",2025-09-06
Android Developer,Apple,"San Francisco, US",8767000,6 years,"Android Developer position at Apple requiring android sdk, mvvm, firebase, kotlin, ci/cd, java, sqlite. Based in San Francisco, US. Looking for 6 years of industry experience.",2025-05-11
Computer Vision Engineer,NIIT Technologies,"London, UK",9021000,8 years,"Computer Vision Engineer position at NIIT Technologies requiring c++, tensorflow, python, yolo, onnx, opencv, pytorch. Based in London, UK. Looking for 8 years of industry experience.",2023-01-21
Full Stack Developer,Ola,Chennai,1740000,7 years,"Full Stack Developer position at Ola requiring react, python, typescript, mongodb. Based in Chennai. Looking for 7 years of industry experience.",2024-08-11
Data Analyst,McKinsey,Delhi,821000,6 years,"Data Analyst position at McKinsey requiring data visualization, pandas, statistics, sql, tableau, python, r. Based in Delhi. Looking for 6 years of industry experience.",2025-10-19
Security Engineer,Adobe,Gurugram,3100000,2 years,"Security Engineer position at Adobe requiring aws, siem, compliance, splunk, devsecops. Based in Gurugram. Looking for 2 years of industry experience.",2025-02-24
Agentic AI Developer,Deloitte,Ahmedabad,3433000,7 years,"Agentic AI Developer position at Deloitte requiring openai api, langchain, fastapi, vector databases, docker, python. Based in Ahmedabad. Looking for 7 years of industry experience.",2023-03-05
MLOps Engineer,Netflix,Ahmedabad,2585000,10+ years,"MLOps Engineer position at Netflix requiring docker, terraform, kubernetes, aws. Based in Ahmedabad. Looking for 10+ years of industry experience.",2023-01-26
AI Engineer,IBM,Kolkata,2929000,9 years,"AI Engineer position at IBM requiring aws, openai api, langchain, pytorch, prompt engineering. Based in Kolkata. Looking for 9 years of industry experience.",2024-07-10
Agentic AI Developer,Atlassian,Chennai,4994000,3 years,"Agentic AI Developer position at Atlassian requiring crewai, python, docker, fastapi, rag, openai api, autogen. Based in Chennai. Looking for 3 years of industry experience.",2026-01-30
Site Reliability Engineer,CRED,"Berlin, Germany",3602000,5 years,"Site Reliability Engineer position at CRED requiring kubernetes, ci/cd, docker, linux, aws, alerting. Based in Berlin, Germany. Looking for 5 years of industry experience.",2025-04-15
Blockchain Developer,Databricks,Mumbai,6723000,9 years,"Blockchain Developer position at Databricks requiring ethereum, typescript, web3.js, hardhat, security, solidity, smart contracts. Based in Mumbai. Looking for 9 years of industry experience.",2023-10-08
Blockchain Developer,HCL Technologies,Remote,1934000,1 year,"Blockchain Developer position at HCL Technologies requiring security, web3.js, smart contracts, defi, python, hardhat. Remote-friendly role. Looking for 1 year of industry experience.",2024-11-02
DevOps Engineer,Swiggy,Mumbai,4983000,8 years,"DevOps Engineer position at Swiggy requiring ci/cd, terraform, monitoring, linux, jenkins, kubernetes, docker. Based in Mumbai. Looking for 8 years of industry experience.",2025-09-26
Product Manager,PhonePe,"San Francisco, US",14268000,2 years,"Product Manager position at PhonePe requiring product strategy, go-to-market, a/b testing, sql, stakeholder management, agile. Based in San Francisco, US. Looking for 2 years of industry experience.",2025-06-06
iOS Developer,Morgan Stanley,Ahmedabad,3446000,12+ years,"iOS Developer position at Morgan Stanley requiring firebase, swift, xcode, core data, app store, swiftui, rest api. Based in Ahmedabad. Looking for 12+ years of industry experience.",2024-09-14
QA Engineer,Amazon,Remote,1094000,5 years,"QA Engineer position at Amazon requiring pytest, appium, test planning, ci/cd, postman. Remote-friendly role. Looking for 5 years of industry experience.",2025-12-07
Site Reliability Engineer,Genpact,Chennai,1892000,1 year,"Site Reliability Engineer position at Genpact requiring incident management, linux, docker, ci/cd, monitoring, terraform, aws. Based in Chennai. Looking for 1 year of industry experience.",2025-10-21
Security Engineer,Databricks,Bengaluru,6518000,9 years,"Security Engineer position at Databricks requiring python, devsecops, threat modeling, siem, kubernetes, splunk, penetration testing. Based in Bengaluru. Looking for 9 years of industry experience.",2024-10-08
Backend Developer,Zomato,Remote,1699000,9 years,"Backend Developer position at Zomato requiring python, docker, mongodb, redis, java, rest api, django. Remote-friendly role. Looking for 9 years of industry experience.",2024-10-03
iOS Developer,Qualcomm,"Berlin, Germany",5096000,7 years,"iOS Developer position at Qualcomm requiring swift, objective-c, core data, swiftui. Based in Berlin, Germany. Looking for 7 years of industry experience.",2024-09-23
Data Scientist,Databricks,Pune,2504000,6 years,"Data Scientist position at Databricks requiring machine learning, tensorflow, numpy, tableau, spark, scikit-learn. Based in Pune. Looking for 6 years of industry experience.",2026-01-12
Security Engineer,Meesho,Gurugram,2536000,5 years,"Security Engineer position at Meesho requiring aws, penetration testing, python, siem. Based in Gurugram. Looking for 5 years of industry experience.",2025-11-27
Full Stack Developer,Stability AI,Ahmedabad,2203000,7 years,"Full Stack Developer position at Stability AI requiring rest api, aws, mongodb, typescript. Based in Ahmedabad. Looking for 7 years of industry experience.",2023-05-19
Senior Software Engineer,TCS,"Dubai, UAE",5601000,3 years,"Senior Software Engineer position at TCS requiring system design, aws, ci/cd, rest api, python. Based in Dubai, UAE. Looking for 3 years of industry experience.",2026-05-10
Data Analyst,Zensar,Bengaluru,1346000,1 year,"Data Analyst position at Zensar requiring data visualization, tableau, excel, python, pandas, statistics. Based in Bengaluru. Looking for 1 year of industry experience.",2024-05-11
Cloud Architect,Mistral AI,"Austin, US",15580000,6 years,"Cloud Architect position at Mistral AI requiring azure, networking, docker, gcp. Based in Austin, US. Looking for 6 years of industry experience.",2023-10-22
LLM Engineer,Wipro,Bengaluru,6387000,9 years,"LLM Engineer position at Wipro requiring pytorch, python, transformers, vector databases, vllm. Based in Bengaluru. Looking for 9 years of industry experience.",2023-11-02
Backend Developer,Zomato,"Amsterdam, NL",3447000,7 years,"Backend Developer position at Zomato requiring rest api, node.js, redis, django. Based in Amsterdam, NL. Looking for 7 years of industry experience.",2024-11-10
NLP Engineer,KPMG,Chennai,2772000,4 years,"NLP Engineer position at KPMG requiring llm, huggingface, text classification, spacy, transformers. Based in Chennai. Looking for 4 years of industry experience.",2023-02-17
MLOps Engineer,HSBC,Gurugram,1842000,3 years,"MLOps Engineer position at HSBC requiring monitoring, python, terraform, docker, airflow. Based in Gurugram. Looking for 3 years of industry experience.",2025-06-24
MLOps Engineer,Meta,"Amsterdam, NL",3292000,4 years,"MLOps Engineer position at Meta requiring docker, mlflow, kubernetes, terraform, kubeflow. Based in Amsterdam, NL. Looking for 4 years of industry experience.",2025-06-25
Embedded Systems Engineer,Netflix,Chennai,1280000,8 years,"Embedded Systems Engineer position at Netflix requiring python, linux, c, can bus, c++. Based in Chennai. Looking for 8 years of industry experience.",2023-08-28
AI Engineer,Adobe,Gurugram,3884000,7 years,"AI Engineer position at Adobe requiring langchain, openai api, prompt engineering, python, docker, vector databases, fastapi. Based in Gurugram. Looking for 7 years of industry experience.",2025-01-08
Senior Software Engineer,Apple,Chennai,3410000,3 years,"Senior Software Engineer position at Apple requiring ci/cd, java, aws, python, grpc, java, distributed systems. Based in Chennai. Looking for 3 years of industry experience.",2024-06-17
Site Reliability Engineer,Scale AI,Pune,4285000,5 years,"Site Reliability Engineer position at Scale AI requiring terraform, monitoring, incident management, aws, kubernetes. Based in Pune. Looking for 5 years of industry experience.",2025-08-31
Senior Data Scientist,Flipkart,Pune,2649000,1 year,"Senior Data Scientist position at Flipkart requiring pytorch, sql, python, mlops, tensorflow, spark, causal inference. Based in Pune. Looking for 1 year of industry experience.",2024-04-01
DevOps Engineer,Flipkart,Ahmedabad,2968000,6 years,"DevOps Engineer position at Flipkart requiring aws, ansible, monitoring, terraform, ci/cd, python. Based in Ahmedabad. Looking for 6 years of industry experience.",2025-01-08
Embedded Systems Engineer,Databricks,Mumbai,1762000,7 years,"Embedded Systems Engineer position at Databricks requiring hardware debugging, can bus, c, python. Based in Mumbai. Looking for 7 years of industry experience.",2025-05-05
Senior Software Engineer,Uniphore,Jaipur,2223000,1 year,"Senior Software Engineer position at Uniphore requiring python, system design, grpc, java, rest api. Based in Jaipur. Looking for 1 year of industry experience.",2026-03-08
Android Developer,Swiggy,Chennai,1779000,5 years,"Android Developer position at Swiggy requiring firebase, kotlin, git, sqlite, ci/cd, rest api, jetpack compose. Based in Chennai. Looking for 5 years of industry experience.",2023-02-15
Backend Developer,Wipro,Remote,3271000,7 years,"Backend Developer position at Wipro requiring postgresql, python, django, node.js. Remote-friendly role. Looking for 7 years of industry experience.",2023-11-29
Computer Vision Engineer,Ola,Noida,1833000,4 years,"Computer Vision Engineer position at Ola requiring image segmentation, yolo, tensorflow, opencv, cuda. Based in Noida. Looking for 4 years of industry experience.",2025-10-08
Data Scientist,Ola,Jaipur,2783000,6 years,"Data Scientist position at Ola requiring statistics, machine learning, spark, python, sql. Based in Jaipur. Looking for 6 years of industry experience.",2025-03-10
MLOps Engineer,Cohere,Ahmedabad,2198000,4 years,"MLOps Engineer position at Cohere requiring kubernetes, kubeflow, ci/cd, terraform. Based in Ahmedabad. Looking for 4 years of industry experience.",2025-11-06
Data Analyst,HSBC,Noida,1035000,7 years,"Data Analyst position at HSBC requiring excel, r, tableau, power bi, statistics, data visualization, python. Based in Noida. Looking for 7 years of industry experience.",2024-07-24
Data Engineer,Barclays,"Seattle, US",8203000,5 years,"Data Engineer position at Barclays requiring airflow, dbt, python, kafka, postgres, hadoop. Based in Seattle, US. Looking for 5 years of industry experience.",2023-04-22
Senior Software Engineer,Netflix,Delhi,4383000,5 years,"Senior Software Engineer position at Netflix requiring python, ci/cd, java, system design. Based in Delhi. Looking for 5 years of industry experience.",2023-03-05
Site Reliability Engineer,Capgemini,Kolkata,3371000,7 years,"Site Reliability Engineer position at Capgemini requiring docker, terraform, ci/cd, linux. Based in Kolkata. Looking for 7 years of industry experience.",2025-01-28
Frontend Developer,LangChain,Hyderabad,1165000,4 years,"Frontend Developer position at LangChain requiring typescript, next.js, html, graphql, webpack, react. Based in Hyderabad. Looking for 4 years of industry experience.",2023-12-16
Security Engineer,Ola,Mumbai,3611000,5 years,"Security Engineer position at Ola requiring zero trust, aws, compliance, devsecops, threat modeling. Based in Mumbai. Looking for 5 years of industry experience.",2024-11-09
Computer Vision Engineer,SAP,Pune,694000,0 years,"Computer Vision Engineer position at SAP requiring onnx, python, cuda, image segmentation, tensorflow. Based in Pune. Looking for 0 years of industry experience.",2024-06-22
Senior Software Engineer,Stability AI,Mumbai,7593000,9 years,"Senior Software Engineer position at Stability AI requiring ci/cd, rest api, grpc, java. Based in Mumbai. Looking for 9 years of industry experience.",2026-04-21
ML Engineer,PwC,Bengaluru,5821000,9 years,"ML Engineer position at PwC requiring docker, spark, scikit-learn, kubernetes, tensorflow. Based in Bengaluru. Looking for 9 years of industry experience.",2026-05-24
Full Stack Developer,Zomato,Chennai,1997000,1 year,"Full Stack Developer position at Zomato requiring postgresql, aws, mongodb, docker, react, typescript, node.js. Based in Chennai. Looking for 1 year of industry experience.",2025-05-12
Site Reliability Engineer,Capgemini,"Toronto, Canada",11584000,12+ years,"Site Reliability Engineer position at Capgemini requiring kubernetes, incident management, alerting, aws, python. Based in Toronto, Canada. Looking for 12+ years of industry experience.",2025-04-04
Agentic AI Developer,Dream11,"Austin, US",5634000,1 year,"Agentic AI Developer position at Dream11 requiring openai api, fastapi, docker, langchain, tool use. Based in Austin, US. Looking for 1 year of industry experience.",2026-02-25
Business Analyst,Amazon,Chennai,1084000,7 years,"Business Analyst position at Amazon requiring tableau, agile, python, sql, excel. Based in Chennai. Looking for 7 years of industry experience.",2025-02-07
AI Engineer,Microsoft,Delhi,4511000,8 years,"AI Engineer position at Microsoft requiring docker, aws, llm, fastapi. Based in Delhi. Looking for 8 years of industry experience.",2025-06-17
AI Engineer,HCL Technologies,Delhi,2807000,8 years,"AI Engineer position at HCL Technologies requiring pytorch, openai api, fastapi, langchain, vector databases. Based in Delhi. Looking for 8 years of industry experience.",2023-02-15
DevOps Engineer,Dream11,Hyderabad,2061000,3 years,"DevOps Engineer position at Dream11 requiring terraform, linux, aws, kubernetes, python. Based in Hyderabad. Looking for 3 years of industry experience.",2024-12-29
Cloud Architect,Porter,Delhi,7570000,7 years,"Cloud Architect position at Porter requiring kubernetes, aws, devops, docker, ci/cd. Based in Delhi. Looking for 7 years of industry experience.",2024-03-03
QA Engineer,Adobe,Bengaluru,1512000,6 years,"QA Engineer position at Adobe requiring appium, selenium, ci/cd, test planning, pytest, rest api, sql. Based in Bengaluru. Looking for 6 years of industry experience.",2025-09-10
DevOps Engineer,Dream11,Bengaluru,2325000,1 year,"DevOps Engineer position at Dream11 requiring ci/cd, kubernetes, jenkins, aws, monitoring, terraform, docker. Based in Bengaluru. Looking for 1 year of industry experience.",2023-03-30
Cloud Architect,Zomato,Kolkata,4252000,3 years,"Cloud Architect position at Zomato requiring security, kubernetes, networking, docker, ci/cd, terraform, azure. Based in Kolkata. Looking for 3 years of industry experience.",2025-01-15
AI Engineer,Ola,"San Francisco, US",14061000,5 years,"AI Engineer position at Ola requiring python, pytorch, llm, aws, openai api. Based in San Francisco, US. Looking for 5 years of industry experience.",2026-05-22
Security Engineer,Accenture,"San Francisco, US",5752000,3 years,"Security Engineer position at Accenture requiring zero trust, python, siem, compliance, splunk, penetration testing. Based in San Francisco, US. Looking for 3 years of industry experience.",2024-12-11
Android Developer,McKinsey,Jaipur,1302000,1 year,"Android Developer position at McKinsey requiring android sdk, java, sqlite, firebase, ci/cd. Based in Jaipur. Looking for 1 year of industry experience.",2025-02-06
Senior Software Engineer,Niramai,Ahmedabad,5467000,8 years,"Senior Software Engineer position at Niramai requiring system design, kubernetes, python, ci/cd, grpc. Based in Ahmedabad. Looking for 8 years of industry experience.",2024-08-26
iOS Developer,Microsoft,Delhi,3044000,7 years,"iOS Developer position at Microsoft requiring mvvm, xcode, ci/cd, swiftui, swift, firebase, objective-c. Based in Delhi. Looking for 7 years of industry experience.",2024-05-11
Business Analyst,Niramai,Ahmedabad,1205000,4 years,"Business Analyst position at Niramai requiring python, power bi, jira, tableau, sql. Based in Ahmedabad. Looking for 4 years of industry experience.",2023-10-15
Senior Software Engineer,Zomato,"London, UK",12330000,7 years,"Senior Software Engineer position at Zomato requiring system design, aws, rest api, distributed systems, python. Based in London, UK. Looking for 7 years of industry experience.",2024-02-28
QA Engineer,Barclays,Pune,1071000,3 years,"QA Engineer position at Barclays requiring python, pytest, appium, ci/cd. Based in Pune. Looking for 3 years of industry experience.",2024-10-31
Android Developer,Together AI,Mumbai,2359000,7 years,"Android Developer position at Together AI requiring jetpack compose, ci/cd, rest api, sqlite, android sdk, kotlin. Based in Mumbai. Looking for 7 years of industry experience.",2023-10-12
Computer Vision Engineer,Samsung Semiconductor,Ahmedabad,3353000,7 years,"Computer Vision Engineer position at Samsung Semiconductor requiring tensorflow, opencv, python, pytorch, yolo, onnx, c++. Based in Ahmedabad. Looking for 7 years of industry experience.",2025-07-13
NLP Engineer,Anthropic,Noida,2062000,3 years,"NLP Engineer position at Anthropic requiring ner, spacy, text classification, python, huggingface, llm. Based in Noida. Looking for 3 years of industry experience.",2024-04-21
Embedded Systems Engineer,Netflix,Bengaluru,2463000,3 years,"Embedded Systems Engineer position at Netflix requiring microcontrollers, arm, python, firmware, rtos, c++. Based in Bengaluru. Looking for 3 years of industry experience.",2024-03-22
Generative AI Engineer,Netflix,"London, UK",15105000,10+ years,"Generative AI Engineer position at Netflix requiring python, vector databases, stable diffusion, prompt engineering, langchain, pytorch. Based in London, UK. Looking for 10+ years of industry experience.",2024-06-28
Agentic AI Developer,Anthropic,"New York, US",13165000,3 years,"Agentic AI Developer position at Anthropic requiring tool use, python, rag, openai api, vector databases. Based in New York, US. Looking for 3 years of industry experience.",2024-08-17
AI Research Scientist,Juspay,Noida,5990000,3 years,"AI Research Scientist position at Juspay requiring deep learning, reinforcement learning, transformers, research. Based in Noida. Looking for 3 years of industry experience.",2023-07-03
Data Scientist,Weights & Biases,Chennai,2576000,4 years,"Data Scientist position at Weights & Biases requiring statistics, spark, scikit-learn, tableau. Based in Chennai. Looking for 4 years of industry experience.",2024-09-25
